rank	word	korean	tier
2823	dedo	손가락	Top2001-3000
2824	determinar	결정하다, 정하다	Top2001-3000
2825	doce	열둘	Top2001-3000
2826	ee.uu	미국 (약어)	Top2001-3000
2827	encontraba	있었다, 발견하고 있었다	Top2001-3000
2828	envió	보냈다	Top2001-3000
2829	establece	확립하다, 설정하다	Top2001-3000
2830	estarán	있을 것이다	Top2001-3000
2831	flor	꽃	Top2001-3000
2832	fracaso	실패	Top2001-3000
2833	fábrica	공장	Top2001-3000
2834	gasto	지출, 비용	Top2001-3000
2835	gómez	고메스 (성)	Top2001-3000
2836	hacerle	그에게 하다	Top2001-3000
2837	intentando	시도하면서, 노력하며	Top2001-3000
2838	margen	여백, 마진	Top2001-3000
2839	pais	나라, 국가	Top2001-3000
2840	paredes	벽	Top2001-3000
2841	paseo	산책	Top2001-3000
2842	peligroso	위험한	Top2001-3000
2843	rojas	빨간, 로하스	Top2001-3000
2844	secretaría	비서실, 사무국	Top2001-3000
2845	series	시리즈, 연속물	Top2001-3000
2846	suficientemente	충분히	Top2001-3000
2847	superar	극복하다, 넘어서다	Top2001-3000
2848	techo	천장, 지붕	Top2001-3000
2849	transmisión	전송, 방송	Top2001-3000
2853	visitas	방문, 면회	Top2001-3000
2854	viviendas	주택들	Top2001-3000
2855	absoluta	절대적인	Top2001-3000
2856	aceite	기름, 오일	Top2001-3000
2857	activos	활동적인, 자산	Top2001-3000
2858	alejandro	알레한드로 (이름)	Top2001-3000
2859	antecedentes	전과, 배경	Top2001-3000
2860	anuncio	광고, 발표	Top2001-3000
2861	aplicar	적용하다, 지원하다	Top2001-3000
2862	audio	오디오, 음성	Top2001-3000
2863	azúcar	설탕	Top2001-3000
2865	cambió	그는 바꾸었다	Top2001-3000
2866	canadá	캐나다	Top2001-3000
2867	castellano	카스티야어, 스페인어	Top2001-3000
2868	científicos	과학자들	Top2001-3000
2869	cifras	숫자, 수치	Top2001-3000
2870	columna	기둥, 칼럼, 척추	Top2001-3000
2871	correspondiente	해당하는, 상응하는	Top2001-3000
2872	creó	창조했다, 만들었다	Top2001-3000
2873	cumple	이행하다, 충족하다	Top2001-3000
2874	cura	치료, 신부	Top2001-3000
2875	cursos	과정, 강좌	Top2001-3000
2876	descanso	휴식	Top2001-3000
2877	distinto	다른, 구별되는	Top2001-3000
2879	dé	주다	Top2001-3000
2880	empresarios	기업가들	Top2001-3000
2881	escuchado	들은	Top2001-3000
2883	estuvieron	그들은 있었다	Top2001-3000
2884	genera	생성하다, 발생시키다	Top2001-3000
2885	gira	투어, 회전	Top2001-3000
2886	grecia	그리스	Top2001-3000
2887	gustó	마음에 들었다	Top2001-3000
2888	habilidades	능력, 기술	Top2001-3000
2889	imagino	상상하다	Top2001-3000
2890	intercambio	교환, 교류	Top2001-3000
2891	introducción	소개, 서론	Top2001-3000
2892	lenguas	언어, 혀	Top2001-3000
2893	luces	빛들, 조명	Top2001-3000
2894	organismo	기관, 유기체	Top2001-3000
2895	organizado	조직된, 정리된	Top2001-3000
2896	pedo	방귀, 취한 상태 (속어)	Top2001-3000
2897	piedras	돌들, 바위들	Top2001-3000
2898	posee	소유하다, 가지다	Top2001-3000
2899	promover	촉진하다, 장려하다	Top2001-3000
2900	pudieron	할 수 있었다	Top2001-3000
2901	raíz	뿌리, 근원	Top2001-3000
2902	relacionado	관련된	Top2001-3000
2903	repente	갑자기	Top2001-3000
2904	rosario	로사리오, 묵주	Top2001-3000
2905	siguió	계속하다, 따라가다	Top2001-3000
2906	solicitud	요청, 신청	Top2001-3000
2907	súper	아주, 슈퍼	Top2001-3000
2908	terminado	끝난, 완료된	Top2001-3000
2909	testigos	증인들	Top2001-3000
2910	vayas	네가 가다	Top2001-3000
2911	vuestra	너희들의	Top2001-3000
2912	véase	참조하라	Top2001-3000
2913	vídeos	비디오들	Top2001-3000
2914	ángeles	천사들	Top2001-3000
2915	índice	색인, 지수	Top2001-3000
2917	alcanza	도달하다, 이르다	Top2001-3000
2918	am	오전	Top2001-3000
2919	aparentemente	겉보기에, 아무래도	Top2001-3000
2920	caminos	길들	Top2001-3000
2921	carreras	경주, 경력	Top2001-3000
2922	conflictos	갈등, 충돌	Top2001-3000
2923	culpable	죄가 있는, 유죄의	Top2001-3000
2924	democrática	민주적인	Top2001-3000
2925	difusión	확산, 보급	Top2001-3000
2926	dirigida	지휘된, 향한	Top2001-3000
2927	disponibles	이용 가능한	Top2001-3000
2928	documental	다큐멘터리, 문서의	Top2001-3000
2929	drama	드라마	Top2001-3000
2930	entera	전체의, 완전하다	Top2001-3000
2931	estuviera	있었다면	Top2001-3000
2932	falsa	가짜의	Top2001-3000
2933	feria	박람회, 축제	Top2001-3000
2934	inició	시작했다	Top2001-3000
2935	it	그것	Top2001-3000
2936	juntas	함께, 모임	Top2001-3000
2937	lucas	루카스	Top2001-3000
2938	magia	마법	Top2001-3000
2939	mantenimiento	유지, 관리	Top2001-3000
2940	moderno	현대의, 근대의	Top2001-3000
2941	muro	벽, 담	Top2001-3000
2942	necesarios	필요한	Top2001-3000
2943	nicolás	니콜라스 (이름)	Top2001-3000
2944	pareció	그것은 보였다	Top2001-3000
2945	podrías	할 수 있을 것이다	Top2001-3000
2946	posiblemente	아마도, 가능하게	Top2001-3000
2947	puto	빌어먹을	Top2001-3000
2948	queso	치즈	Top2001-3000
2949	recorrido	여정, 경로	Top2001-3000
2950	relativamente	상대적으로, 비교적	Top2001-3000
2951	religiosa	종교적인	Top2001-3000
2952	restaurante	식당	Top2001-3000
2954	sentía	느꼈다	Top2001-3000
2955	supremo	최고의, 지고의	Top2001-3000
2956	temporal	일시적인, 임시의	Top2001-3000
2957	tiendas	가게들	Top2001-3000
2958	trabajador	노동자, 근면한	Top2001-3000
2959	vehículo	차량	Top2001-3000
2961	virus	바이러스	Top2001-3000
2962	vías	길, 방법	Top2001-3000
2963	andalucía	안달루시아 (지역)	Top2001-3000
2964	avance	전진, 진보	Top2001-3000
2965	bailar	춤추다	Top2001-3000
2966	beso	입맞춤, 키스	Top2001-3000
2967	campañas	캠페인, 운동	Top2001-3000
2968	celebra	축하하다, 기념하다	Top2001-3000
2969	chávez	차베스 (성)	Top2001-3000
2970	comenzaron	시작했다	Top2001-3000
2971	complicado	복잡하다	Top2001-3000
2972	conclusión	결론	Top2001-3000
2973	considerando	고려하면서	Top2001-3000
2974	continente	대륙	Top2001-3000
2975	costumbre	습관, 관습	Top2001-3000
2976	destaca	두드러지다, 강조하다	Top2001-3000
2977	diarios	매일의, 일간지	Top2001-3000
2978	digan	그들이 말하다	Top2001-3000
2980	empleado	직원, 종업원	Top2001-3000
2981	entidades	기관, 단체들	Top2001-3000
2982	escolar	학교의, 학생의	Top2001-3000
2983	factor	요인, 요소	Top2001-3000
2984	fechas	날짜들	Top2001-3000
2985	hacienda	재무, 농장	Top2001-3000
2986	impresionante	인상적인, 놀라운	Top2001-3000
2987	infierno	지옥	Top2001-3000
2988	informó	알렸다, 보고했다	Top2001-3000
2989	interno	내부의	Top2001-3000
2990	inversiones	투자	Top2001-3000
2991	irán	그들은 갈 것이다	Top2001-3000
2992	liberación	해방, 석방	Top2001-3000
2993	localidad	지역, 마을	Top2001-3000
2994	ma	엄마	Top2001-3000
2995	manda	보내다, 명령하다	Top2001-3000
2996	mandar	보내다, 명령하다	Top2001-3000
2997	mandato	임기, 명령	Top2001-3000
2998	marcas	표시, 상표	Top2001-3000
2999	maria	마리아	Top2001-3000
3000	metal	금속, 메탈	Top2001-3000
3001	numerosas	수많은, 다수의	Top3001-5000
3002	paraguay	파라과이	Top3001-5000
3003	pasajeros	승객들	Top3001-5000
3004	peores	더 나쁜, 최악의	Top3001-5000
3005	polvo	먼지, 가루	Top3001-5000
3006	portugal	포르투갈	Top3001-5000
3007	posiciones	위치, 입장	Top3001-5000
3008	producido	생산된, 일어난	Top3001-5000
3009	publicar	출판하다, 게시하다	Top3001-5000
3010	realizada	수행된, 실현된	Top3001-5000
3011	reducción	감소, 축소	Top3001-5000
3012	representan	나타내다, 대표하다	Top3001-5000
3013	resultó	그것은 결과가 되었다	Top3001-5000
3014	rivera	리베라 (성)	Top3001-5000
3015	senador	상원의원	Top3001-5000
3016	señaló	지적했다, 가리켰다	Top3001-5000
3017	socio	파트너, 회원	Top3001-5000
3018	solidaridad	연대, 결속	Top3001-5000
3019	sufrir	고통받다	Top3001-5000
3020	talleres	워크숍, 공방	Top3001-5000
3021	tecnologías	기술들	Top3001-5000
3022	templo	사원, 절	Top3001-5000
3023	teniente	중위	Top3001-5000
3024	tercero	세 번째, 제삼자	Top3001-5000
3025	terror	공포	Top3001-5000
3026	tome	잡다, 마시다	Top3001-5000
3027	top	탑, 최고	Top3001-5000
3028	tormenta	폭풍	Top3001-5000
3030	an	an (영어 부정관사)	Top3001-5000
3031	armada	무장한, 해군	Top3001-5000
3032	bajas	낮은, 사상자	Top3001-5000
3033	bola	공, 볼	Top3001-5000
3034	cable	케이블, 전선	Top3001-5000
3035	cantar	노래하다	Top3001-5000
3036	comprender	이해하다	Top3001-5000
3037	corre	달리다, 뛰다	Top3001-5000
3038	costos	비용들	Top3001-5000
3039	cuarta	네 번째의	Top3001-5000
3040	cuyos	그의, ~의	Top3001-5000
3041	decide	결정하다	Top3001-5000
3042	decirlo	그것을 말하다	Top3001-5000
3044	dejes	네가 놓다, 그만두다	Top3001-5000
3045	desarrollado	개발된, 발전된	Top3001-5000
3046	descubierto	발견된	Top3001-5000
3047	eléctrica	전기의	Top3001-5000
3048	encontraron	찾았다, 발견했다	Top3001-5000
3049	escritura	글쓰기, 문서	Top3001-5000
3050	estadísticas	통계	Top3001-5000
3051	fraude	사기	Top3001-5000
3052	gigante	거인, 거대한	Top3001-5000
3053	horario	시간표, 일정	Top3001-5000
3055	instrumentos	도구, 악기	Top3001-5000
3057	laboratorio	실험실	Top3001-5000
3059	logra	이루다, 달성하다	Top3001-5000
3060	lujo	사치, 호화	Top3001-5000
3061	manejar	다루다, 운전하다	Top3001-5000
3062	mejora	개선, 향상	Top3001-5000
3064	municipios	지자체, 시	Top3001-5000
3065	my	마이	Top3001-5000
3066	ocupa	차지하다, 점유하다	Top3001-5000
3067	pc	PC, 컴퓨터	Top3001-5000
3068	petición	요청, 청원	Top3001-5000
3069	plena	완전한, 충만한	Top3001-5000
3070	podrás	할 수 있을 것이다	Top3001-5000
3071	podríamos	할 수 있을 것이다	Top3001-5000
3072	previa	사전의, 이전의	Top3001-5000
3073	privadas	사적인, 사립의	Top3001-5000
3074	privados	사적인, 사립의	Top3001-5000
3075	programación	프로그래밍, 편성	Top3001-5000
3076	propone	제안하다	Top3001-5000
3077	protesta	항의, 시위	Top3001-5000
3078	reuniones	회의들	Top3001-5000
3079	rio	강, 리오	Top3001-5000
3080	robar	훔치다	Top3001-5000
3081	robert	로버트	Top3001-5000
3082	silla	의자	Top3001-5000
3083	solos	혼자인	Top3001-5000
3084	suficientes	충분한	Top3001-5000
3085	termine	끝내다, 마치다	Top3001-5000
3086	toman	잡다, 마시다	Top3001-5000
3087	ue	EU, 유럽연합	Top3001-5000
3088	vean	그들이 보기를	Top3001-5000
3089	venezolanos	베네수엘라인들	Top3001-5000
3090	vicente	비센테 (이름)	Top3001-5000
3091	vivido	살았다	Top3001-5000
3092	votación	투표	Top3001-5000
3093	vueltas	바퀴, 회전들	Top3001-5000
3095	últimamente	최근에	Top3001-5000
3096	abandonar	버리다, 포기하다	Top3001-5000
3097	abrió	열었다	Top3001-5000
3098	agradable	유쾌한, 기분 좋은	Top3001-5000
3099	arquitectura	건축, 아키텍처	Top3001-5000
3100	aumenta	증가하다, 늘리다	Top3001-5000
3102	bienvenida	환영	Top3001-5000
3103	brillante	빛나는, 뛰어난	Top3001-5000
3104	caras	얼굴, 비싼	Top3001-5000
3106	comunicado	성명, 공지	Top3001-5000
3108	contratos	계약들	Top3001-5000
3109	corriendo	달리고 있는	Top3001-5000
3110	cristianos	기독교인들	Top3001-5000
3111	cubrir	덮다, 가리다	Top3001-5000
3112	deber	의무, 해야 하다	Top3001-5000
3113	demostrado	증명된, 입증된	Top3001-5000
3115	duración	지속 기간	Top3001-5000
3116	encargado	담당자	Top3001-5000
3117	enfermo	아픈, 병든	Top3001-5000
3118	enlaces	링크, 연결	Top3001-5000
3119	existir	존재하다	Top3001-5000
3120	financiera	재정의, 금융의	Top3001-5000
3121	franceses	프랑스인들	Top3001-5000
3122	guerrero	전사	Top3001-5000
3123	hablaba	말하고 있었다	Top3001-5000
3124	hablado	말한, 이야기한	Top3001-5000
3125	hacerte	너에게 하다	Top3001-5000
3128	importar	중요하다, 수입하다	Top3001-5000
3129	italiano	이탈리아의, 이탈리아 사람	Top3001-5000
3130	meter	넣다	Top3001-5000
3131	mio	나의 것	Top3001-5000
3132	médica	의료의, 여의사	Top3001-5000
3133	obispo	주교	Top3001-5000
3134	obligado	강요된, 의무적인	Top3001-5000
3135	periodismo	저널리즘, 언론	Top3001-5000
3136	portal	포털, 현관	Top3001-5000
3137	postura	자세, 입장	Top3001-5000
3138	preocupación	걱정, 근심	Top3001-5000
3139	preparación	준비	Top3001-5000
3140	primo	사촌	Top3001-5000
3141	productores	생산자들, 제작자들	Top3001-5000
3142	próximos	다음의	Top3001-5000
3143	pusieron	그들은 놓았다	Top3001-5000
3144	razon	이유, 근거	Top3001-5000
3145	reconoce	인정한다, 알아본다	Top3001-5000
3146	reconocido	인정받은, 알려진	Top3001-5000
3147	respondió	대답했다	Top3001-5000
3148	restos	잔해, 유해, 나머지	Top3001-5000
3149	señales	신호들, 표시들	Top3001-5000
3150	sigan	그들이 계속해라	Top3001-5000
3151	so	그래서	Top3001-5000
3153	superiores	상위의, 우수한	Top3001-5000
3154	suya	그녀의 것	Top3001-5000
3155	tensión	긴장, 혈압	Top3001-5000
3156	treinta	30, 서른	Top3001-5000
3157	tránsito	통행, 교통	Top3001-5000
3158	tuvimos	우리는 가졌다	Top3001-5000
3159	yendo	가고 있는	Top3001-5000
3160	argumentos	논거, 주장	Top3001-5000
3161	barrios	동네, 구역	Top3001-5000
3162	basada	기반을 둔, 근거한	Top3001-5000
3163	ben	벤	Top3001-5000
3164	boda	결혼식	Top3001-5000
3165	chocolate	초콜릿	Top3001-5000
3166	clasificación	분류, 순위	Top3001-5000
3167	conceptos	개념들	Top3001-5000
3168	consideran	고려하다, 여기다	Top3001-5000
3169	coño	젠장, 빌어먹을	Top3001-5000
3170	cumplimiento	이행, 준수	Top3001-5000
3172	dada	주어진	Top3001-5000
3173	definitiva	최종적인, 결정적인	Top3001-5000
3174	deseos	소망, 욕망	Top3001-5000
3175	destrucción	파괴	Top3001-5000
3176	difíciles	어려운	Top3001-5000
3177	dirige	향한다, 지휘한다	Top3001-5000
3178	espejo	거울	Top3001-5000
3179	esperan	기다린다, 기대한다	Top3001-5000
3180	estadounidenses	미국인들	Top3001-5000
3181	fama	명성, 유명세	Top3001-5000
3182	formado	형성된, 구성된	Top3001-5000
3183	fría	차갑다	Top3001-5000
3184	hable	말하다	Top3001-5000
3185	harán	할 것이다	Top3001-5000
3186	heridas	상처들	Top3001-5000
3187	hielo	얼음	Top3001-5000
3188	idiomas	언어들	Top3001-5000
3189	imaginar	상상하다	Top3001-5000
3190	indios	인디언들, 인도인들	Top3001-5000
3191	inmigrantes	이민자들	Top3001-5000
3192	interesantes	흥미로운	Top3001-5000
3193	irme	나 가다, 떠나다	Top3001-5000
3194	jurado	배심원, 맹세한	Top3001-5000
3196	materias	과목, 재료	Top3001-5000
3197	ofrecen	제공하다	Top3001-5000
3198	one	원, 하나 (영어)	Top3001-5000
3199	organismos	기관, 유기체들	Top3001-5000
3200	oscar	오스카	Top3001-5000
3201	paquete	소포, 포장	Top3001-5000
3202	parejas	커플들, 짝들	Top3001-5000
3203	per	~당, ~에 의해	Top3001-5000
3204	periódicos	신문	Top3001-5000
3205	propaganda	선전, 프로파간다	Top3001-5000
3206	psoe	PSOE (스페인 사회노동당)	Top3001-5000
3207	querían	그들은 원했다	Top3001-5000
3208	ramón	라몬 (이름)	Top3001-5000
3209	rango	계급, 범위	Top3001-5000
3210	rara	드물다, 이상하다	Top3001-5000
3211	retiro	은퇴, 철수	Top3001-5000
3212	ronda	라운드, 순찰	Top3001-5000
3213	rumbo	방향, 경로	Top3001-5000
3214	sienten	느끼다	Top3001-5000
3215	solar	태양의	Top3001-5000
3216	sombra	그림자	Top3001-5000
3217	símbolo	상징, 기호	Top3001-5000
3218	testigo	증인, 목격자	Top3001-5000
3219	técnicos	기술적인, 기술자들	Top3001-5000
3220	vigilancia	감시	Top3001-5000
3221	w	W (알파벳)	Top3001-5000
3222	aca	여기 (acá)	Top3001-5000
3223	agenda	수첩, 일정	Top3001-5000
3224	americana	미국의, 미국 여자	Top3001-5000
3225	apoya	지지하다, 뒷받침하다	Top3001-5000
3226	argentinos	아르헨티나인들	Top3001-5000
3227	asesinado	살해된	Top3001-5000
3228	atacar	공격하다	Top3001-5000
3229	caribe	카리브해	Top3001-5000
3230	carro	차, 마차	Top3001-5000
3232	científica	과학적인	Top3001-5000
3233	cifra	숫자, 수치	Top3001-5000
3234	concepción	개념, 임신	Top3001-5000
3235	concreto	구체적인, 콘크리트	Top3001-5000
3236	conservación	보존, 보호	Top3001-5000
3237	constantemente	끊임없이	Top3001-5000
3238	corrientes	흐름, 현재의	Top3001-5000
3239	cristiano	기독교의, 기독교인	Top3001-5000
3240	cuidar	돌보다	Top3001-5000
3241	darme	나에게 주다	Top3001-5000
3242	democrático	민주적인	Top3001-5000
3243	detenido	체포된, 멈춘	Top3001-5000
3244	dibujo	그림	Top3001-5000
3245	dichos	말, 언급된	Top3001-5000
3246	dirigentes	지도자들	Top3001-5000
3247	electricidad	전기	Top3001-5000
3248	episodio	에피소드, 사건	Top3001-5000
3249	escrita	쓰여진, 서면의	Top3001-5000
3250	escritos	글, 서면	Top3001-5000
3252	fotografías	사진들	Top3001-5000
3253	gabriel	가브리엘	Top3001-5000
3254	ganando	이기고 있는, 벌고 있는	Top3001-5000
3255	haberse	스스로 했음	Top3001-5000
3256	hacían	하고 있었다	Top3001-5000
3257	hugo	우고 (이름)	Top3001-5000
3258	humo	연기	Top3001-5000
3259	independientes	독립적인	Top3001-5000
3260	instrucciones	지시, 설명, 지침	Top3001-5000
3261	integración	통합	Top3001-5000
3262	judíos	유대인	Top3001-5000
3263	levantar	들어올리다, 세우다	Top3001-5000
3264	leyenda	전설, 신화	Top3001-5000
3265	link	링크	Top3001-5000
3266	llamados	이른바, 불린	Top3001-5000
3268	llevando	가져가고 있는	Top3001-5000
3269	mendoza	멘도사 (지역/성)	Top3001-5000
3270	montañas	산	Top3001-5000
3271	nace	태어나다, 생겨나다	Top3001-5000
3272	necesarias	필요한	Top3001-5000
3273	obtuvo	얻었다, 획득했다	Top3001-5000
3274	oficialmente	공식적으로	Top3001-5000
3275	paciencia	인내	Top3001-5000
3276	pasaba	지나갔다, 일어났다	Top3001-5000
3277	patio	마당, 안뜰	Top3001-5000
3278	perdida	잃어버린, 손실	Top3001-5000
3279	pico	부리, 정점	Top3001-5000
3280	piloto	조종사, 파일럿	Top3001-5000
3281	pm	오후 (PM)	Top3001-5000
3283	presidenta	여성 대통령	Top3001-5000
3285	recurso	자원, 수단	Top3001-5000
3286	registros	기록들	Top3001-5000
3287	relacionadas	관련된	Top3001-5000
3288	religiosos	종교적인	Top3001-5000
3289	river	리버 (팀명)	Top3001-5000
3290	saco	자루, 내가 꺼낸다	Top3001-5000
3292	sociedades	사회, 회사들	Top3001-5000
3293	tendremos	우리는 가질 것이다	Top3001-5000
3294	urbano	도시의	Top3001-5000
3295	♪	음표 기호	Top3001-5000
3296	acontecimientos	사건, 일들	Top3001-5000
3297	adecuado	적절한	Top3001-5000
3298	americanos	미국인들	Top3001-5000
3299	aparecer	나타나다, 보이다	Top3001-5000
3300	aparición	출현, 등장	Top3001-5000
3301	arroz	쌀, 밥	Top3001-5000
3302	autorización	허가, 승인	Top3001-5000
3303	avenida	대로, 큰길	Top3001-5000
3304	aventura	모험	Top3001-5000
3305	básica	기본적인	Top3001-5000
3307	ciudadana	시민의	Top3001-5000
3308	cobertura	보도, 범위	Top3001-5000
3309	colombiano	콜롬비아의, 콜롬비아인	Top3001-5000
3310	conforme	~에 따라, 동의하는	Top3001-5000
3312	consiguió	그는 얻었다	Top3001-5000
3313	deberías	해야 한다	Top3001-5000
3314	dejamos	우리는 내버려두다, 그만두다	Top3001-5000
3315	desgracia	불행, 불운	Top3001-5000
3316	detener	멈추다, 체포하다	Top3001-5000
3317	empezaron	시작했다	Top3001-5000
3318	enfoque	접근법, 초점	Top3001-5000
3319	entrenador	코치, 감독	Top3001-5000
3320	evaluación	평가	Top3001-5000
3321	explicó	설명했다	Top3001-5000
3322	explotación	착취, 운영	Top3001-5000
3323	faltan	부족하다, 빠지다	Top3001-5000
3325	financiero	재정의, 금융의	Top3001-5000
3327	gordo	뚱뚱하다	Top3001-5000
3328	habitual	습관적인, 평소의	Top3001-5000
3329	identificación	신분증, 식별	Top3001-5000
3330	incremento	증가	Top3001-5000
3331	individuales	개별의, 개인의	Top3001-5000
3332	iniciar	시작하다	Top3001-5000
3334	japonés	일본의, 일본인	Top3001-5000
3335	limpieza	청소, 깨끗함	Top3001-5000
3336	locos	미친 사람들, 미친	Top3001-5000
3337	macri	마크리 (성)	Top3001-5000
3338	mencionar	언급하다	Top3001-5000
3339	mexico	멕시코	Top3001-5000
3340	monedas	동전들	Top3001-5000
3341	na	NA, 나 (감탄사)	Top3001-5000
3342	nave	우주선, 배	Top3001-5000
3343	necesitaba	필요했다	Top3001-5000
3344	nieve	눈	Top3001-5000
3346	observar	관찰하다	Top3001-5000
3347	once	열하나	Top3001-5000
3348	originales	원본의, 독창적인	Top3001-5000
3349	pacto	협약, 합의	Top3001-5000
3350	particulares	특별한, 개인의	Top3001-5000
3351	presos	죄수들, 포로들	Top3001-5000
3352	profundidad	깊이	Top3001-5000
3353	prohibido	금지된	Top3001-5000
3354	putas	창녀, 매춘부	Top3001-5000
3356	realización	실현, 제작	Top3001-5000
3357	regionales	지역의	Top3001-5000
3360	revisión	검토, 수정	Top3001-5000
3361	roberto	로베르토 (이름)	Top3001-5000
3362	sabido	알려진	Top3001-5000
3364	sera	~일 것이다	Top3001-5000
3365	sexuales	성적인	Top3001-5000
3366	tarjetas	카드들	Top3001-5000
3367	tendencias	경향, 추세	Top3001-5000
3368	tonto	바보, 멍청한	Top3001-5000
3369	trabajado	일한	Top3001-5000
3370	transición	전환, 변천	Top3001-5000
3371	trataba	다루었다, 대했다	Top3001-5000
3372	tratan	다룬다, 대한다	Top3001-5000
3373	venía	오고 있었다	Top3001-5000
3375	vuestro	너희들의	Top3001-5000
3376	xx	XX (20, 로마 숫자)	Top3001-5000
3377	afirmó	단언했다, 확언했다	Top3001-5000
3378	alerta	경계, 경보	Top3001-5000
3379	alfonso	알폰소 (이름)	Top3001-5000
3380	aplica	적용하다	Top3001-5000
3381	aprendizaje	학습, 배움	Top3001-5000
3382	básicamente	기본적으로	Top3001-5000
3383	básicos	기본적인	Top3001-5000
3384	carmen	카르멘 (이름)	Top3001-5000
3386	caza	사냥	Top3001-5000
3387	cc	CC (참조, 용량)	Top3001-5000
3388	combustible	연료	Top3001-5000
3389	conviene	적합하다, 바람직하다	Top3001-5000
3390	curiosidad	호기심	Top3001-5000
3392	deportivo	스포츠의, 스포티한	Top3001-5000
3394	describe	묘사하다, 설명하다	Top3001-5000
3395	diversidad	다양성	Top3001-5000
3396	droga	마약, 약	Top3001-5000
3397	débil	약한	Top3001-5000
3398	ee	미국	Top3001-5000
3399	egipto	이집트	Top3001-5000
3400	ejercer	행사하다, 실행하다	Top3001-5000
3401	emperador	황제	Top3001-5000
3402	empezando	시작하고 있다	Top3001-5000
3403	ensayo	연습, 에세이, 시도	Top3001-5000
3404	escapar	도망치다, 탈출하다	Top3001-5000
3405	estabilidad	안정성	Top3001-5000
3406	estábamos	있었다	Top3001-5000
3407	exclusivamente	독점적으로, 오로지	Top3001-5000
3408	experto	전문가	Top3001-5000
3409	expresa	표현하다, 급행의	Top3001-5000
3410	fallo	판결, 실패	Top3001-5000
3411	fiscales	세금의, 검찰의	Top3001-5000
3412	funcionar	작동하다	Top3001-5000
3413	fundador	창립자	Top3001-5000
3414	garantizar	보장하다	Top3001-5000
3415	generaciones	세대들	Top3001-5000
3416	habilidad	능력, 기술, 재능	Top3001-5000
3417	hacerme	나에게 하다	Top3001-5000
3418	hernández	에르난데스 (성)	Top3001-5000
3419	hicimos	우리는 했다	Top3001-5000
3420	honduras	온두라스	Top3001-5000
3421	incendio	화재	Top3001-5000
3422	instrumento	도구, 악기	Top3001-5000
3423	interesado	관심 있는	Top3001-5000
3424	investigadores	연구자들	Top3001-5000
3425	investigar	조사하다, 수사하다	Top3001-5000
3426	lento	느린	Top3001-5000
3427	lleve	가지고 가다	Top3001-5000
3428	manifestaciones	시위, 표현	Top3001-5000
3429	mueve	움직이다	Top3001-5000
3430	originalmente	원래, 본래	Top3001-5000
3431	paja	짚, 빨대	Top3001-5000
3432	palo	막대기, 몽둥이	Top3001-5000
3434	podamos	우리가 할 수 있다	Top3001-5000
3435	pollo	닭	Top3001-5000
3437	profunda	깊은	Top3001-5000
3438	radical	급진적인, 근본적인	Top3001-5000
3439	relato	이야기, 서술	Top3001-5000
3440	reloj	시계	Top3001-5000
3441	requisitos	요구사항, 필수조건	Top3001-5000
3443	riesgos	위험들	Top3001-5000
3444	roca	바위	Top3001-5000
3445	salto	도약, 점프	Top3001-5000
3446	secretos	비밀들	Top3001-5000
3447	sentí	나는 느꼈다	Top3001-5000
3448	sirven	봉사하다, 쓸모 있다	Top3001-5000
3449	soldado	군인, 병사	Top3001-5000
3451	teníamos	우리는 가지고 있었다	Top3001-5000
3453	universitario	대학의	Top3001-5000
3456	abuso	남용, 학대	Top3001-5000
3457	ambiental	환경의, 환경적인	Top3001-5000
3458	asco	역겨움, 혐오	Top3001-5000
3459	bandas	밴드, 무리, 띠	Top3001-5000
3460	bolívar	볼리바르 (인명/화폐)	Top3001-5000
3461	caballos	말들	Top3001-5000
3462	cartel	포스터, 카르텔	Top3001-5000
3463	castigo	벌	Top3001-5000
3464	categorías	범주, 카테고리	Top3001-5000
3465	ceremonia	의식, 예식	Top3001-5000
3466	chileno	칠레의, 칠레 사람	Top3001-5000
3467	chinos	중국인들	Top3001-5000
3468	cierra	닫다	Top3001-5000
3469	computadora	컴퓨터	Top3001-5000
3470	conducta	행동, 품행	Top3001-5000
3471	confiar	신뢰하다, 믿다	Top3001-5000
3472	cortar	자르다	Top3001-5000
3473	créditos	크레딧, 학점, 신용	Top3001-5000
3474	cubierta	덮개, 갑판	Top3001-5000
3476	demas	그 외의, 나머지	Top3001-5000
3477	derrota	패배, 패전	Top3001-5000
3478	descubre	발견하다, 알아내다	Top3001-5000
3479	destacar	돋보이다, 강조하다	Top3001-5000
3480	dieta	식단, 다이어트	Top3001-5000
3481	establecimiento	시설, 설립, 점포	Top3001-5000
3482	estructuras	구조, 구조물	Top3001-5000
3483	famosa	유명한	Top3001-5000
3484	fórmula	공식, 방식	Top3001-5000
3485	golpes	타격, 주먹	Top3001-5000
3486	gracioso	웃긴, 재미있는	Top3001-5000
3487	heridos	부상자들	Top3001-5000
3488	https	HTTPS (프로토콜)	Top3001-5000
3489	ilusión	환상, 기대, 설렘	Top3001-5000
3490	instante	순간, 찰나	Top3001-5000
3491	intentó	그는 시도했다	Top3001-5000
3492	lanzó	던졌다, 발표했다, 출시했다	Top3001-5000
3493	lágrimas	눈물	Top3001-5000
3494	mama	엄마	Top3001-5000
3495	medalla	메달, 훈장	Top3001-5000
3496	multitud	군중	Top3001-5000
3497	nieto	손자	Top3001-5000
