rank,word,pos,gender,ko,freq,cum_pct,region,cefr
2402,الإسبانية,,,"스페인의, 스페인어",,,Top3000,
2403,البطولة,,,"챔피언십, 대회",,,Top3000,
2404,الترجمة,,,번역,,,Top3000,
2405,الدورة,,,"회기, 순환",,,Top3000,
2406,الشخصيات,,,"인물들, 캐릭터들",,,Top3000,
2407,الفلسطينيين,,,팔레스타인인들,,,Top3000,
2408,المتوقع,,,예상되는,,,Top3000,
2409,المحافظة,,,"주(州), 보존",,,Top3000,
2410,المريض,,,환자,,,Top3000,
2411,المفترض,,,"예상되는, ~해야 하는",,,Top3000,
2412,النجوم,,,별들,,,Top3000,
2413,النمو,,,성장,,,Top3000,
2414,الهجرة,,,"이주, 이민, 히즈라",,,Top3000,
2415,بالتعاون,,,협력하여,,,Top3000,
2416,بسهولة,,,쉽게,,,Top3000,
2417,بيد,,,"그러나, 손으로",,,Top3000,
2418,تأخذ,,,가져가다 (2인칭/3인칭여성),,,Top3000,
2419,تتعلق,,,~와 관련되다,,,Top3000,
2420,تعال,,,오다,,,Top3000,
2421,تعديل,,,"수정, 조정",,,Top3000,
2422,ذكرى,,,"기억, 추억",,,Top3000,
2423,ساحة,,,"광장, 마당",,,Top3000,
2424,سارة,,,사라 (이름),,,Top3000,
2425,سجن,,,감옥,,,Top3000,
2426,سيف,,,"검, 사이프(인명)",,,Top3000,
2427,شعبية,,,"인기, 대중적인",,,Top3000,
2428,طبيعة,,,"자연, 본성",,,Top3000,
2429,طلاب,,,학생들,,,Top3000,
2430,عادل,,,"공정한, 아델(이름)",,,Top3000,
2431,عسكري,,,"군사의, 군인",,,Top3000,
2432,عصر,,,"시대, 오후",,,Top3000,
2433,فارس,,,"기사, 페르시아",,,Top3000,
2434,قاموا,,,"그들은 했다, 일어났다",,,Top3000,
2435,لتلك,,,저것에 (여성형),,,Top3000,
2436,للأمم,,,국가들을 위한,,,Top3000,
2437,مئات,,,수백,,,Top3000,
2438,معهد,,,"연구소, 학원",,,Top3000,
2439,مقاطع,,,"클립들, 구절들",,,Top3000,
2440,نحتاج,,,필요하다,,,Top3000,
2441,والده,,,그의 아버지,,,Top3000,
2442,ويتم,,,그리고 이루어지다,,,Top3000,
2443,آلة,,,"기계, 도구",,,Top3000,
2444,أطلقت,,,"발사했다, 풀어주었다",,,Top3000,
2445,إرسال,,,"보내기, 전송",,,Top3000,
2446,إعداد,,,"준비, 작성",,,Top3000,
2447,الأب,,,아버지,,,Top3000,
2448,الأربعة,,,넷,,,Top3000,
2449,الأصل,,,"기원, 원본",,,Top3000,
2450,الحسين,,,알 후세인(인명),,,Top3000,
2451,الحضور,,,"출석, 참석",,,Top3000,
2452,الحمراء,,,붉은 (여성),,,Top3000,
2453,الحوثيين,,,후티 반군,,,Top3000,
2454,السابعة,,,일곱 번째(여성),,,Top3000,
2455,الصحي,,,"건강의, 보건의",,,Top3000,
2456,العاملين,,,"노동자들, 종사자들",,,Top3000,
2457,القليل,,,"적은, 조금",,,Top3000,
2458,القيم,,,가치들,,,Top3000,
2459,اللازمة,,,필요한,,,Top3000,
2460,المرور,,,"통과, 교통",,,Top3000,
2461,اليد,,,손,,,Top3000,
2462,تسمى,,,~라고 불리다,,,Top3000,
2463,تعرضت,,,"당했다, 노출되었다",,,Top3000,
2464,خليفة,,,"칼리프, 후계자",,,Top3000,
2465,دولية,,,국제의,,,Top3000,
2466,رجلا,,,한 남자,,,Top3000,
2467,رحمة,,,"자비, 라흐마",,,Top3000,
2468,رسائل,,,"편지들, 메시지들",,,Top3000,
2469,ست,,,"여섯, 부인",,,Top3000,
2470,صار,,,~이 되었다,,,Top3000,
2471,طبيب,,,의사,,,Top3000,
2472,طبيعية,,,자연스러운 (여성),,,Top3000,
2473,عدا,,,~을 제외하고,,,Top3000,
2474,عمرها,,,그녀의 나이,,,Top3000,
2475,عندنا,,,우리에게 있다,,,Top3000,
2476,غاية,,,"목적, 매우",,,Top3000,
2477,قصر,,,"궁전, 짧게 하다",,,Top3000,
2478,قصير,,,짧은,,,Top3000,
2479,لدعم,,,지원하기 위해,,,Top3000,
2480,لعدم,,,~하지 않음 때문에,,,Top3000,
2481,لمعرفة,,,알기 위해,,,Top3000,
2482,مال,,,"돈, 재산",,,Top3000,
2483,مثيرة,,,"흥미로운(여), 자극적인",,,Top3000,
2484,مرحبا,,,안녕하세요,,,Top3000,
2485,مقطع,,,"클립, 구절",,,Top3000,
2486,ملابس,,,"옷, 의복",,,Top3000,
2487,نوعا,,,"일종의, 종류",,,Top3000,
2488,وأضاف,,,그리고 덧붙였다,,,Top3000,
2489,والسلام,,,그리고 평화,,,Top3000,
2490,وجهه,,,그의 얼굴,,,Top3000,
2491,وحسب,,,"단지, ~뿐",,,Top3000,
2492,ولما,,,그리고 ~했을 때,,,Top3000,
2493,وهما,,,그리고 그 둘은,,,Top3000,
2494,وهنا,,,그리고 여기,,,Top3000,
2495,ويجب,,,그리고 ~해야 한다,,,Top3000,
2496,يرد,,,그가 응답하다,,,Top3000,
2497,يوتيوب,,,유튜브,,,Top3000,
2498,for,,,for(영어),,,Top3000,
2499,°,,,도(度) 기호,,,Top3000,
2500,آية,,,"쿠란 구절, 징표",,,Top3000,
2501,أطول,,,"더 긴, 더 키 큰",,,Top3000,
2502,أكد,,,"확인했다, 강조했다",,,Top3000,
2503,أمور,,,"일들, 사항들",,,Top3000,
2504,إجراءات,,,"절차들, 조치들",,,Top3000,
2505,إسبانيا,,,스페인,,,Top3000,
2506,إله,,,신,,,Top3000,
2507,ابدا,,,"결코, 절대",,,Top3000,
2508,الأجهزة,,,"장치들, 기관들",,,Top3000,
2509,الأساسي,,,"기본의, 기초의",,,Top3000,
2510,الارض,,,"땅, 지구",,,Top3000,
2511,الجبهة,,,"전선(前線), 전면",,,Top3000,
2512,الجيل,,,세대,,,Top3000,
2513,الحدث,,,"사건, 이벤트",,,Top3000,
2514,السرعة,,,속도,,,Top3000,
2515,الطلب,,,"요청, 주문",,,Top3000,
2516,العدو,,,적,,,Top3000,
2517,الف,,,천 (1000),,,Top3000,
2518,الفكر,,,"사상, 생각",,,Top3000,
2519,الفني,,,"예술의, 기술의",,,Top3000,
2520,المرضى,,,환자들,,,Top3000,
2521,المناسبة,,,"행사, 적절한",,,Top3000,
2522,النهار,,,낮,,,Top3000,
2523,الهلال,,,초승달; 알 힐랄(팀),,,Top3000,
2524,الوعي,,,"의식, 인식",,,Top3000,
2525,بضعة,,,몇몇의,,,Top3000,
2526,بموجب,,,~에 따라,,,Top3000,
2527,بنفسه,,,그 자신이 직접,,,Top3000,
2528,بيتر,,,피터 (이름),,,Top3000,
2529,تشغيل,,,"작동, 켜기",,,Top3000,
2530,تصريح,,,"허가, 진술",,,Top3000,
2531,تضم,,,"포함하다, 껴안다",,,Top3000,
2532,تعريف,,,"정의(定義), 소개",,,Top3000,
2533,جبل,,,산,,,Top3000,
2534,جعلت,,,"만들었다, ~하게 했다",,,Top3000,
2535,حياتها,,,그녀의 삶,,,Top3000,
2536,رحمه,,,그에게 자비를,,,Top3000,
2537,زاد,,,"증가했다, 늘었다",,,Top3000,
2538,زواج,,,결혼,,,Top3000,
2539,شاركت,,,참여했다,,,Top3000,
2540,شديدة,,,"강한, 심한(여성형)",,,Top3000,
2541,شعرت,,,내가 느꼈다,,,Top3000,
2542,عالمية,,,"세계의, 국제적인",,,Top3000,
2543,عيسى,,,"이사(예수), 인명",,,Top3000,
2544,فئة,,,"카테고리, 계층",,,Top3000,
2545,قضاء,,,"보내기, 사법",,,Top3000,
2546,كافية,,,충분한 (여성형),,,Top3000,
2547,محددة,,,"특정한, 정해진",,,Top3000,
2548,محلية,,,"지역의, 현지의",,,Top3000,
2549,وأصبح,,,그리고 ~이 되었다,,,Top3000,
2550,والعشرين,,,그리고 20,,,Top3000,
2551,يتكلم,,,말하다,,,Top3000,
2552,يحيى,,,야흐야(인명),,,Top3000,
2553,يقل,,,"줄어들다, 말하다",,,Top3000,
2554,أصدقاء,,,친구들,,,Top3000,
2555,إفريقيا,,,아프리카,,,Top3000,
2556,إننا,,,우리는 정말로,,,Top3000,
2557,اتفاق,,,"합의, 협정",,,Top3000,
2558,الأربعاء,,,수요일,,,Top3000,
2559,الأردنية,,,요르단의,,,Top3000,
2560,الأطباء,,,의사들,,,Top3000,
2561,الأفريقية,,,아프리카의,,,Top3000,
2562,البلدين,,,두 나라,,,Top3000,
2563,البيان,,,"성명, 발표",,,Top3000,
2564,التجربة,,,"경험, 실험",,,Top3000,
2565,التربية,,,"교육, 양육",,,Top3000,
2566,التعرف,,,"알아보기, 인식",,,Top3000,
2567,الحساب,,,"계산, 계좌",,,Top3000,
2568,الرسائل,,,"편지들, 메시지들",,,Top3000,
2569,السعادة,,,행복,,,Top3000,
2570,الغرفة,,,방,,,Top3000,
2571,اللاجئين,,,난민들,,,Top3000,
2572,اللغات,,,언어들,,,Top3000,
2573,المسلمون,,,무슬림들,,,Top3000,
2574,المصريين,,,이집트인들,,,Top3000,
2575,الموارد,,,자원들,,,Top3000,
2576,الموافقة,,,"동의, 승인",,,Top3000,
2577,باكستان,,,파키스탄,,,Top3000,
2578,بدر,,,바드르(보름달/지명),,,Top3000,
2579,بكر,,,"바크르(인명), 이른",,,Top3000,
2580,بمجرد,,,~하자마자,,,Top3000,
2581,بيل,,,빌 (이름),,,Top3000,
2582,تداول,,,"거래, 유통",,,Top3000,
2583,تفسير,,,"해석, 설명",,,Top3000,
2584,تقارير,,,보고서들,,,Top3000,
2585,تقدير,,,"평가, 존중",,,Top3000,
2586,تمكنت,,,~할 수 있었다,,,Top3000,
2587,تهدف,,,목표로 하다,,,Top3000,
2588,جيل,,,세대,,,Top3000,
2589,حفظ,,,"보존, 암기",,,Top3000,
2590,خطوط,,,"선들, 노선들",,,Top3000,
2591,ذهبت,,,갔다,,,Top3000,
2592,رأى,,,그가 보았다,,,Top3000,
2593,زعيم,,,"지도자, 우두머리",,,Top3000,
2594,سر,,,"비밀, 가라",,,Top3000,
2595,سطح,,,"표면, 옥상",,,Top3000,
2596,سفر,,,여행,,,Top3000,
2597,سيئة,,,나쁘다,,,Top3000,
2598,شخصيا,,,개인적으로,,,Top3000,
2599,صعبة,,,"어려운, 힘든",,,Top3000,
2600,طب,,,의학,,,Top3000,
2601,طهران,,,테헤란,,,Top3000,
2602,عشرات,,,수십,,,Top3000,
2603,كتابه,,,그의 책,,,Top3000,
2604,لحماية,,,보호하기 위해,,,Top3000,
2605,مارك,,,마크(이름),,,Top3000,
2606,مشاعر,,,"감정, 느낌",,,Top3000,
2607,منتجات,,,제품들,,,Top3000,
2608,منصور,,,"만수르(인명), 승리한",,,Top3000,
2609,منى,,,"나로부터, 무나(이름)",,,Top3000,
2610,مواطن,,,시민; 장소들,,,Top3000,
2611,نشاط,,,"활동, 활력",,,Top3000,
2612,وإنما,,,"오히려, 단지",,,Top3000,
2613,ورغم,,,그럼에도 불구하고,,,Top3000,
2614,وغيرهم,,,그리고 다른 이들,,,Top3000,
2615,وقام,,,"그리고 일어섰다, 수행했다",,,Top3000,
2616,يطلب,,,"요청하다, 주문하다",,,Top3000,
2617,يعرفون,,,그들은 안다,,,Top3000,
2618,يقف,,,"서다, 멈추다",,,Top3000,
2619,يمكنها,,,그녀는 할 수 있다,,,Top3000,
2620,أبطال,,,"영웅들, 챔피언들",,,Top3000,
2621,أردت,,,원했다,,,Top3000,
2622,إزالة,,,"제거, 삭제",,,Top3000,
2623,إسماعيل,,,이스마일(인명),,,Top3000,
2624,إياه,,,그를 (목적격),,,Top3000,
2625,الأصدقاء,,,친구들,,,Top3000,
2626,الأصليين,,,"원주민들, 원래의",,,Top3000,
2627,الإنتاج,,,"생산, 제작",,,Top3000,
2628,الاستخدام,,,"사용, 이용",,,Top3000,
2629,البشري,,,인간의,,,Top3000,
2630,التابع,,,"소속된, 종속된",,,Top3000,
2631,التصميم,,,"디자인, 설계",,,Top3000,
2632,التصويت,,,투표,,,Top3000,
2633,التلفزيون,,,텔레비전,,,Top3000,
2634,الثقة,,,"신뢰, 믿음",,,Top3000,
2635,الحادث,,,"사건, 사고",,,Top3000,
2636,الحمل,,,"임신, 양",,,Top3000,
2637,السنين,,,"세월, 연도들",,,Top3000,
2638,الشهيد,,,순교자,,,Top3000,
2639,الطوارئ,,,"비상사태, 응급",,,Top3000,
2640,الغذاء,,,"음식, 영양",,,Top3000,
2641,الغذائية,,,"식품의, 영양의",,,Top3000,
2642,الفرقة,,,"팀, 그룹",,,Top3000,
2643,المتوسط,,,"평균, 중간의, 지중해",,,Top3000,
2644,المجاورة,,,"인접한, 이웃의",,,Top3000,
2645,المخابرات,,,"정보부, 첩보",,,Top3000,
2646,المسؤول,,,"책임자, 담당자",,,Top3000,
2647,الموصل,,,모술(도시),,,Top3000,
2648,النصف,,,절반,,,Top3000,
2649,الوقود,,,연료,,,Top3000,
2650,الولاية,,,주(州),,,Top3000,
2651,تحويل,,,"전환, 송금",,,Top3000,
2652,تعتقد,,,생각하다,,,Top3000,
2653,تقف,,,"서다, 멈추다",,,Top3000,
2654,تنظيف,,,청소,,,Top3000,
2655,جلسة,,,"회의, 세션",,,Top3000,
2656,حادث,,,"사고, 사건",,,Top3000,
2657,حدثت,,,"일어났다, 발생했다",,,Top3000,
2658,حسنا,,,"좋아, 알았어",,,Top3000,
2659,رسمي,,,공식적인,,,Top3000,
2660,سحب,,,"끌다, 인출하다",,,Top3000,
2661,سلم,,,"사다리, 평화",,,Top3000,
2662,صعوبة,,,어려움,,,Top3000,
2663,صلاح,,,"살라흐(인명), 선함",,,Top3000,
2664,ضابط,,,"장교, 경관",,,Top3000,
2665,طارق,,,타리크(인명),,,Top3000,
2666,فرع,,,"지점, 가지",,,Top3000,
2667,فهد,,,"파흐드(인명), 치타",,,Top3000,
2668,كنتم,,,너희들은 ~이었다,,,Top3000,
2669,كوني,,,~이 되어라(여),,,Top3000,
2670,للوصول,,,도달하기 위해,,,Top3000,
2671,لوس,,,로스(LA의 일부),,,Top3000,
2672,مجاني,,,무료의,,,Top3000,
2673,مستحيل,,,불가능한,,,Top3000,
2674,معالجة,,,"처리, 치료",,,Top3000,
2675,مقدمة,,,"서문, 소개",,,Top3000,
2676,نعلم,,,우리는 안다,,,Top3000,
2677,نهائي,,,"최종의, 결승",,,Top3000,
2678,واقع,,,"현실, 실제",,,Top3000,
2679,وجهك,,,네 얼굴,,,Top3000,
2680,وقتها,,,"그때, 그녀의 시간",,,Top3000,
2681,ومنها,,,그리고 그중에서,,,Top3000,
2682,يبحث,,,"찾다, 검색하다",,,Top3000,
2683,يدفع,,,"지불하다, 밀다",,,Top3000,
2684,يعطي,,,주다,,,Top3000,
2685,أجمل,,,더 아름다운,,,Top3000,
2686,أخي,,,내 형제,,,Top3000,
2687,أدنى,,,"가장 낮은, 최소한",,,Top3000,
2688,أشار,,,"가리켰다, 언급했다",,,Top3000,
2689,أعوام,,,년들,,,Top3000,
2690,إثر,,,"~직후, 자취",,,Top3000,
2691,إضافية,,,추가의(여성형),,,Top3000,
2692,اجتماعية,,,사회적인,,,Top3000,
2693,استخدامها,,,그것의 사용,,,Top3000,
2694,البنوك,,,은행들,,,Top3000,
2695,التكنولوجيا,,,"기술, 테크놀로지",,,Top3000,
2696,الجولة,,,"라운드, 순회, 투어",,,Top3000,
2697,الديمقراطي,,,민주적인,,,Top3000,
2698,الرب,,,"주, 신",,,Top3000,
2699,الشخصي,,,개인적인,,,Top3000,
2700,الشوارع,,,거리들,,,Top3000,
2701,الصناعية,,,"산업의, 공업의",,,Top3000,
2702,الطويل,,,"긴, 장기적인",,,Top3000,
2703,المدى,,,"범위, 기간",,,Top3000,
2704,المرء,,,사람,,,Top3000,
2705,المراقبة,,,"감시, 관찰",,,Top3000,
2706,المقبل,,,다음의,,,Top3000,
2707,النهائية,,,"최종의, 결승의",,,Top3000,
2708,بابا,,,아빠,,,Top3000,
2709,بالرياض,,,리야드에서,,,Top3000,
2710,ببساطة,,,"단순히, 간단히",,,Top3000,
2711,بحلول,,,~까지(시점),,,Top3000,
2712,برج,,,"탑, 별자리",,,Top3000,
2713,تتبع,,,"추적하다, 따르다",,,Top3000,
2714,تدعى,,,불리다,,,Top3000,
2715,تدور,,,"돌다, 회전하다",,,Top3000,
2716,ترغب,,,"원하다, 바라다",,,Top3000,
2717,تسعة,,,"아홉, 9",,,Top3000,
2718,تعاني,,,고통받다,,,Top3000,
2719,تقبل,,,"받아들이다, 키스하다",,,Top3000,
2720,جاك,,,잭,,,Top3000,
2721,جولة,,,"투어, 한 바퀴",,,Top3000,
2722,حبيب,,,"연인, 사랑하는 사람",,,Top3000,
2723,خطيرة,,,위험한 (여성),,,Top3000,
2724,خيار,,,"선택, 옵션",,,Top3000,
2725,ده,,,이것 (이집트 방언),,,Top3000,
2726,رأي,,,"의견, 견해",,,Top3000,
2727,روابط,,,"유대, 연결, 링크",,,Top3000,
2728,زوج,,,"남편, 한 쌍",,,Top3000,
2729,زين,,,"좋은, 훌륭한",,,Top3000,
2730,سريعا,,,"빠르게, 신속히",,,Top3000,
2731,سيدة,,,"숙녀, 여사",,,Top3000,
2732,شرف,,,"명예, 영광",,,Top3000,
2733,شهد,,,"목격하다, 증언하다",,,Top3000,
2734,شهور,,,"개월들, 달들",,,Top3000,
2735,طويلا,,,"오래, 길게",,,Top3000,
2736,ظاهرة,,,현상,,,Top3000,
2737,عموما,,,일반적으로,,,Top3000,
2738,عنا,,,우리에 대해,,,Top3000,
2739,فرد,,,"개인, 한 사람",,,Top3000,
2740,قتلوا,,,그들이 죽였다,,,Top3000,
2741,كسر,,,"깨다, 부서뜨리다",,,Top3000,
2742,لانه,,,~ 때문에,,,Top3000,
2743,لى,,,나에게,,,Top3000,
2744,مريض,,,"환자, 아픈",,,Top3000,
2745,مساعد,,,"보조, 조수",,,Top3000,
2746,مستقبل,,,미래,,,Top3000,
2747,مسيرة,,,"행진, 여정, 경력",,,Top3000,
2748,معروفة,,,"알려진, 유명한",,,Top3000,
2749,مميزة,,,"특별한, 독특한 (여성형)",,,Top3000,
2750,موسيقى,,,음악,,,Top3000,
2751,هذة,,,이것 (여성),,,Top3000,
2752,والتعليم,,,그리고 교육,,,Top3000,
2753,وزراء,,,장관들,,,Top3000,
2754,يومي,,,"매일의, 일상의",,,Top3000,
2755,©,,,저작권 기호,,,Top3000,
2756,أدوات,,,"도구, 기구",,,Top3000,
2757,أواخر,,,"말기, 후반",,,Top3000,
2758,إلغاء,,,"취소, 철회",,,Top3000,
2759,اختبار,,,"시험, 테스트",,,Top3000,
2760,الأجنبية,,,외국의,,,Top3000,
2761,الأخضر,,,초록색의,,,Top3000,
2762,البيض,,,"계란, 흰색",,,Top3000,
2763,التدخل,,,"개입, 간섭",,,Top3000,
2764,الرواية,,,"소설, 이야기",,,Top3000,
2765,الرياضة,,,"스포츠, 운동",,,Top3000,
2766,السرطان,,,"암(질병), 게",,,Top3000,
2767,الشهداء,,,순교자들,,,Top3000,
2768,الصيني,,,"중국의, 중국인",,,Top3000,
2769,العالية,,,"높은, 고위의",,,Top3000,
2770,القصص,,,이야기들,,,Top3000,
2771,القواعد,,,"규칙들, 기지들",,,Top3000,
2772,الكلية,,,"대학, 신장",,,Top3000,
2773,المباشر,,,"직접적인, 생방송",,,Top3000,
2774,المجتمعات,,,"사회들, 공동체들",,,Top3000,
2775,المحتمل,,,"가능한, 있음직한",,,Top3000,
2776,المسرح,,,"극장, 무대",,,Top3000,
2777,المطار,,,공항,,,Top3000,
2778,اليونان,,,그리스,,,Top3000,
2779,انتم,,,너희들,,,Top3000,
2780,بالإنجليزية,,,영어로,,,Top3000,
2781,بعده,,,그 후에,,,Top3000,
2782,بعيدة,,,먼 (여성형),,,Top3000,
2783,تابعة,,,"소속된, 부속의",,,Top3000,
2784,تحدثت,,,내가/그녀가 말했다,,,Top3000,
2785,تختلف,,,"다르다, 차이나다",,,Top3000,
2786,ثمن,,,"가격, 값",,,Top3000,
2787,جبهة,,,"전선, 전면",,,Top3000,
2788,جراء,,,"~로 인해, 결과",,,Top3000,
2789,جنود,,,"군인들, 병사들",,,Top3000,
2790,دكتور,,,"박사, 의사",,,Top3000,
2791,رئاسة,,,"대통령직, 의장직",,,Top3000,
2792,رسوم,,,"그림, 수수료",,,Top3000,
2793,رضا,,,"만족, 동의",,,Top3000,
2794,سنين,,,"세월, 년",,,Top3000,
2795,صلة,,,"연결, 관계",,,Top3000,
2796,ضمان,,,"보장, 보증",,,Top3000,
2797,علاقات,,,관계들,,,Top3000,
2798,فجأة,,,갑자기,,,Top3000,
2799,فكر,,,"생각하다, 생각",,,Top3000,
2800,فلن,,,그래서 결코 ~하지 않을 것이다,,,Top3000,
2801,فهل,,,그러면 ~인가?,,,Top3000,
2802,كيلو,,,킬로,,,Top3000,
2803,لأنك,,,네가 ~때문에,,,Top3000,
2804,مازال,,,여전히,,,Top3000,
2805,مالية,,,"재정의, 금융의",,,Top3000,
2806,مسرح,,,"극장, 무대",,,Top3000,
2807,نجوم,,,"별들, 스타들",,,Top3000,
2808,نيسان,,,4월,,,Top3000,
2809,هنري,,,헨리 (이름),,,Top3000,
2810,ورئيس,,,그리고 대통령/의장,,,Top3000,
2811,يأخذ,,,"가져가다, 잡다",,,Top3000,
2812,يسبب,,,"야기하다, 일으키다",,,Top3000,
2813,يشبه,,,"닮다, 비슷하다",,,Top3000,
2814,ينتظر,,,기다리다,,,Top3000,
2815,يهتم,,,"관심을 가지다, 신경 쓰다",,,Top3000,
2816,أجد,,,내가 찾다,,,Top3000,
2817,أحسن,,,"더 좋은, 최고",,,Top3000,
2818,أسئلة,,,질문들,,,Top3000,
2819,أسرة,,,가족,,,Top3000,
2820,أصدر,,,"발행하다, 발표하다",,,Top3000,
2821,أقصى,,,"최대의, 최고의",,,Top3000,
2822,الإصابة,,,"부상, 감염",,,Top3000,
2823,البريطاني,,,영국의,,,Top3000,
2824,التأثير,,,"영향, 효과",,,Top3000,
2825,التنفيذي,,,"행정의, 집행의",,,Top3000,
2826,الديني,,,종교적인,,,Top3000,
2827,الربيع,,,봄,,,Top3000,
2828,السعر,,,가격,,,Top3000,
2829,السفينة,,,"배, 선박",,,Top3000,
2830,السماح,,,"허락, 허용",,,Top3000,
2831,السيسي,,,시시 (이집트 대통령),,,Top3000,
2832,الصمت,,,침묵,,,Top3000,
2833,الطلبة,,,학생들,,,Top3000,
2834,الغد,,,내일,,,Top3000,
2835,الكشف,,,"발견, 공개",,,Top3000,
2836,المطاف,,,"여정의 끝, 결국",,,Top3000,
2837,المناخ,,,"기후, 분위기",,,Top3000,
2838,المنتجات,,,제품들,,,Top3000,
2839,النور,,,빛,,,Top3000,
2840,ايام,,,"날들, 일들",,,Top3000,
2841,بدل,,,"대신에, 수당",,,Top3000,
2842,بوب,,,밥 (이름),,,Top3000,
2843,ت,,,타 (글자),,,Top3000,
2844,تجري,,,"달리다, 일어나다",,,Top3000,
2845,تطلب,,,"요청하다, 부탁하다",,,Top3000,
2846,تكتب,,,쓰다 (2인칭/3인칭여),,,Top3000,
2847,تمتلك,,,소유하다 (2인칭/3인칭여),,,Top3000,
2848,جنب,,,"옆, 측면",,,Top3000,
2849,جين,,,진 (이름),,,Top3000,
2850,حديقة,,,"정원, 공원",,,Top3000,
2851,خرجت,,,나갔다,,,Top3000,
2852,خطاب,,,"연설, 편지",,,Top3000,
2853,روما,,,로마,,,Top3000,
2854,سعر,,,가격,,,Top3000,
2855,عشان,,,~때문에 (구어),,,Top3000,
2856,قاله,,,그가 그것을 말한 것,,,Top3000,
2857,قلة,,,"부족, 소수",,,Top3000,
2858,كفر,,,"불신, 마을",,,Top3000,
2859,مؤسسات,,,"기관들, 기업들",,,Top3000,
2860,مائة,,,백 (100),,,Top3000,
2861,مثال,,,"예시, 본보기",,,Top3000,
2862,محدودة,,,제한된,,,Top3000,
2863,مرت,,,지나갔다,,,Top3000,
2864,مشتركة,,,"공동의, 공통의",,,Top3000,
2865,مكتبة,,,"도서관, 서점",,,Top3000,
2866,نموذج,,,"모델, 양식",,,Top3000,
2867,وإلا,,,그렇지 않으면,,,Top3000,
2868,ومنذ,,,그리고 ~이래로,,,Top3000,
2869,يؤثر,,,영향을 미치다,,,Top3000,
2870,يضم,,,"포함하다, 합치다",,,Top3000,
2871,يقومون,,,"그들이 한다, 일어나다",,,Top3000,
2872,أسود,,,"검은색, 사자",,,Top3000,
2873,ألعاب,,,"게임들, 놀이",,,Top3000,
2874,أليس,,,~이 아닙니까,,,Top3000,
2875,أوراق,,,"종이들, 서류",,,Top3000,
2876,إصابة,,,"부상, 감염",,,Top3000,
2877,إم,,,"엠(글자), 어머니",,,Top3000,
2878,الأمين,,,"사무총장, 신뢰할 수 있는",,,Top3000,
2879,الأهداف,,,"목표들, 골들",,,Top3000,
2880,الاتفاق,,,"합의, 협정",,,Top3000,
2881,التاسعة,,,"아홉 번째, 9시",,,Top3000,
2882,التحقيقات,,,"조사, 수사들",,,Top3000,
2883,التطبيق,,,"적용, 앱",,,Top3000,
2884,التونسية,,,튀니지의 (여성형),,,Top3000,
2885,الجلسة,,,"회의, 세션",,,Top3000,
2886,الجهة,,,"방향, 기관",,,Top3000,
2887,الجهود,,,노력들,,,Top3000,
2888,الدقيقة,,,"분, 정확한",,,Top3000,
2889,الرائع,,,"멋진, 훌륭한",,,Top3000,
2890,الرعاية,,,"돌봄, 후원",,,Top3000,
2891,السرية,,,"비밀의(여성형), 비밀",,,Top3000,
2892,الشرعية,,,"합법성, 정당성",,,Top3000,
2893,الشمالي,,,북쪽의,,,Top3000,
2894,الشهير,,,유명한,,,Top3000,
2895,الظهر,,,"정오, 등",,,Top3000,
2896,العائلات,,,가족들,,,Top3000,
2897,الفندق,,,호텔,,,Top3000,
2898,القرى,,,마을들,,,Top3000,
2899,المسؤولين,,,"관계자들, 책임자들",,,Top3000,
2900,المسلم,,,무슬림,,,Top3000,
2901,المشهد,,,장면,,,Top3000,
2902,النقطة,,,"점, 요점",,,Top3000,
2903,النووية,,,"핵의, 원자력의",,,Top3000,
2904,الوزن,,,"무게, 체중",,,Top3000,
2905,الوسط,,,"중앙, 중간",,,Top3000,
2906,اليسار,,,왼쪽,,,Top3000,
2907,انتي,,,"너 (여성, 구어)",,,Top3000,
2908,تؤثر,,,영향을 미치다,,,Top3000,
2909,تتوقف,,,멈추다 (현재형),,,Top3000,
2910,تدمير,,,파괴,,,Top3000,
2911,تصدر,,,"발행되다, 수출하다",,,Top3000,
2912,تعلمون,,,너희들이 안다,,,Top3000,
2913,جاي,,,"제이, 오는 중",,,Top3000,
2914,جهود,,,노력들,,,Top3000,
2915,حمد,,,"하마드 (이름), 찬양",,,Top3000,
2916,رئيسا,,,"대통령으로, 의장으로",,,Top3000,
2917,ربيع,,,봄,,,Top3000,
2918,سرية,,,비밀의 (여성),,,Top3000,
2919,شجرة,,,나무,,,Top3000,
2920,شمس,,,태양,,,Top3000,
2921,شو,,,무엇 (구어),,,Top3000,
2922,طبقا,,,~에 따라,,,Top3000,
2923,طبية,,,의료의,,,Top3000,
2924,عبدالعزيز,,,압둘아지즈 (이름),,,Top3000,
2925,علامات,,,"표시, 흔적, 점수",,,Top3000,
2926,غيرها,,,"그 외의 것, 기타",,,Top3000,
2927,فرص,,,기회들,,,Top3000,
2928,فوز,,,승리,,,Top3000,
2929,قرارات,,,결정들,,,Top3000,
2930,كندا,,,캐나다,,,Top3000,
2931,كونه,,,그가 ~이기 때문에,,,Top3000,
2932,لسنة,,,~년 동안,,,Top3000,
2933,لعدة,,,여러 ~동안,,,Top3000,
2934,للبحث,,,"찾기 위해, 검색을 위해",,,Top3000,
2935,للدولة,,,국가를 위한,,,Top3000,
2936,ماليزيا,,,말레이시아,,,Top3000,
