id_suffix	course	dialogue_id	speaker	dialogue_order	target_text	ko_text	romanization	note	tags	context	extra
l4_d09_t06	4	대화09	B	6	Bali magic dengan teman baru.	Bali magic 새 친구와.	발리 매직 등안 뜨만 바루.		'{travel,sns,share}'	Andi 추천 캡션	IG
l4_d09_t07	4	대화09	A	7	Romantic! Aku pakai itu.	로맨틱! 그걸로.	로맨띡! 아꾸 빠까이 이뚜.		'{travel,sns,share}'	Jiyoung 즐거움	IG
l4_d09_t08	4	대화09	B	8	Like banyak banget dalam 1 jam!	1시간에 좋아요 많이!	라익 바냑 방엣 달람 사뚜 잠!	like = 영어	'{travel,sns,share}'		IG
l4_d10_t01	4	대화10	B	1	Single Fin Uluwatu, sunset bar terkenal.	Single Fin Uluwatu, 유명 일몰바.	싱글 핀 울루와뚜, 선셋 바 뜨르끄날.		'{travel,bali,nightlife}'	발리 명소	발리 nightlife
l4_d10_t02	4	대화10	A	2	Pemandangan luar biasa!	경치 끝내준다!	쁘만당안 루아르 비아사!	pemandangan = 경치, luar biasa = 굉장한	'{travel,bali,nightlife}'		Single Fin
l4_d10_t03	4	대화10	B	3	Pesan kelapa muda?	코코넛 시킬까?	쁘산 끌라빠 무다?	kelapa muda = 어린 코코넛	'{travel,bali,nightlife}'	발리 시그니처	바
l4_d10_t04	4	대화10	A	4	Iya, segar banget kalau dingin.	응, 차가우면 시원.	이야, 스가르 방엣 깔라우 딩인.	segar = 신선한	'{travel,bali,nightlife}'		바
l4_d10_t05	4	대화10	B	5	DJ mulai jam 9 malam.	DJ 9시.	디제이 물라이 잠 슴빌란 말람.		'{travel,bali,nightlife}'		바
l4_d10_t06	4	대화10	A	6	Masih lama. Ngobrol dulu.	아직 멀었네. 얘기.	마시 라마. 응오브롤 둘루.	ngobrol = 수다 (구어)	'{travel,bali,nightlife}'		바
l4_d10_t07	4	대화10	B	7	Cerita Korea kamu.	한국 얘기.	쩨리따 꼬레아 까무.		'{travel,bali,nightlife}'	Andi 호기심	바
l4_d10_t08	4	대화10	A	8	Kamu pasti suka Hangang park.	한강공원 좋아할 거야.	까무 빠스띠 수까 한강 빠르크.		'{travel,bali,nightlife}'	Jiyoung 한국 추천	바
l4_d11_t01	4	대화11	A	1	Besok aku pulang Korea.	내일 한국 귀국.	베속 아꾸 뿔랑 꼬레아.		'{travel,goodbye,bali}'	아쉬운 작별 시작	Jimbaran 마지막 저녁
l4_d11_t02	4	대화11	B	2	Cepat sekali, terasa singkat.	빠르네, 짧게 느껴져.	쯔빳 스깔리, 뜨라사 싱깟.	singkat = 짧은	'{travel,goodbye,bali}'	Andi 아쉬움	Jimbaran
l4_d11_t03	4	대화11	A	3	Seminggu jadi 1 hari rasanya.	1주일이 1일 같아.	스밍구 자디 사뚜 하리 라사냐.	rasanya = 느낌	'{travel,goodbye,bali}'		Jimbaran
l4_d11_t04	4	대화11	B	4	Karena seru bareng kamu.	너랑 재밌어서.	까르나 스루 바릉 까무.	seru = 재밌는	'{travel,goodbye,bali}'	감정 표현	Jimbaran
l4_d11_t05	4	대화11	A	5	Kapan-kapan ke Korea?	언젠가 한국?	까빤 까빤 끄 꼬레아?	kapan-kapan = reduplication 언젠가	'{travel,goodbye,bali}'	미래 약속	Jimbaran
l4_d11_t06	4	대화11	B	6	Aku coba. Lagi nabung.	시도. 저축 중.	아꾸 쪼바. 라기 나붕.	nabung = 저축 (구어)	'{travel,goodbye,bali}'		Jimbaran
l4_d11_t07	4	대화11	A	7	Aku bisa jadi tour guide kamu.	내가 가이드 해줄게.	아꾸 비사 자디 뚜르 가이드 까무.		'{travel,goodbye,bali}'	재회 약속	Jimbaran
l4_d11_t08	4	대화11	B	8	Janji ya. Aku nagih.	약속. 졸라.	잔지 야. 아꾸 나기.	nagih = 조르다 (구어)	'{travel,goodbye,bali}'		Jimbaran
l4_d12_t01	4	대화12	A	1	Sampai bandara Ngurah Rai.	Ngurah Rai 공항 도착.	삼빠이 반다라 응우라 라이.	bandara = 공항	'{travel,airport,goodbye}'	arc 클라이맥스	발리 공항 작별
l4_d12_t02	4	대화12	B	2	Aku antar sampai gate.	게이트까지 안내.	아꾸 안따르 삼빠이 게이트.	gate = 영어	'{travel,airport,goodbye}'	Andi 끝까지	공항
l4_d12_t03	4	대화12	A	3	Terima kasih semuanya, Andi.	모든 거 고마워, 안디.	뜨리마 까시 스무아냐, 안디.	semuanya = 모두	'{travel,airport,goodbye}'		공항
l4_d12_t04	4	대화12	B	4	Bali akan rindu kamu.	발리가 그리워할 거야.	발리 아깐 린두 까무.		'{travel,airport,goodbye}'	sweet 표현	공항
l4_d12_t05	4	대화12	A	5	Aku juga rindu Bali.	나도 발리 그리워.	아꾸 주가 린두 발리.		'{travel,airport,goodbye}'		공항
l4_d12_t06	4	대화12	A	6	Pesawat boarding, aku harus pergi.	비행기 보딩, 가야해.	쁘사왓 보딩, 아꾸 하루스 쁘르기.	pesawat = 비행기, boarding = 영어	'{travel,airport,goodbye}'		공항
l4_d12_t07	4	대화12	B	7	Jaga diri ya. Sampai jumpa lagi.	잘 지내. 또 보자.	자가 디리 야. 삼빠이 줌빠 라기.	jaga diri = 자기 돌봄	'{travel,airport,goodbye}'		공항
l4_d12_t08	4	대화12	A	8	Pasti. Sampai jumpa di Korea!	꼭. 한국에서 봐!	빠스띠. 삼빠이 줌빠 디 꼬레아!		'{travel,airport,goodbye}'	미래 약속	공항
l4_d13_t01	4	대화13	A	1	Andi, aku sampai Seoul. Hujan.	안디, 서울 도착. 비.	안디, 아꾸 삼빠이 세울. 후잔.		'{travel,whatsapp,return}'	한국 도착 안부	WhatsApp 한국 도착
l4_d13_t02	4	대화13	B	2	Wah! Beda banget sama Bali.	와! 발리랑 달라.	와! 베다 방엣 사마 발리.		'{travel,whatsapp,return}'		WhatsApp
l4_d13_t03	4	대화13	A	3	Aku rindu kelapa muda Single Fin.	Single Fin 코코넛 그리워.	아꾸 린두 끌라빠 무다 싱글 핀.		'{travel,whatsapp,return}'	추억	WhatsApp
l4_d13_t04	4	대화13	B	4	Aku rindu cerita kamu.	네 이야기 그리워.	아꾸 린두 쩨리따 까무.		'{travel,whatsapp,return}'	감정 표현	WhatsApp
l4_d13_t05	4	대화13	A	5	IG kamu masih banyak likes.	네 IG 좋아요 많아.	인스타그램 까무 마시 바냑 라익스.		'{travel,whatsapp,return}'	SNS 후속	WhatsApp
l4_d13_t06	4	대화13	B	6	Caption Bali magic viral hahaha.	Bali magic 캡션 viral.	캡션 발리 매직 바이럴 하하하.		'{travel,whatsapp,return}'		WhatsApp
l4_d13_t07	4	대화13	A	7	Kapan kamu ke Korea?	언제 한국 와?	까빤 까무 끄 꼬레아?		'{travel,whatsapp,return}'		WhatsApp
l4_d13_t08	4	대화13	B	8	Lagi cari tiket murah!	저렴한 티켓 찾는 중!	라기 짜리 띠껫 무라!	murah = 저렴한	'{travel,whatsapp,return}'	재회 단서	WhatsApp
l4_d14_t01	4	대화14	B	1	Aku dapat tiket Seoul, akhir bulan!	서울 티켓 받음, 월말!	아꾸 다빳 띠껫 세울, 아키르 불란!		'{travel,whatsapp,plan}'	재회 확정	WhatsApp 방한 계획
l4_d14_t02	4	대화14	A	2	Beneran?! Aku jadi tour guide!	진짜?! 가이드 할게!	브너란?! 아꾸 자디 뚜르 가이드!		'{travel,whatsapp,plan}'	Jiyoung 흥분	WhatsApp
l4_d14_t03	4	대화14	A	3	Berapa hari di Seoul?	서울 며칠?	브라빠 하리 디 세울?		'{travel,whatsapp,plan}'		WhatsApp
l4_d14_t04	4	대화14	B	4	5 hari. Pengen lihat Hongdae.	5일. 홍대 보고싶어.	리마 하리. 쁭엔 리핫 홍대.	pengen = 원하다 (구어)	'{travel,whatsapp,plan}'		WhatsApp
l4_d14_t05	4	대화14	A	5	Hongdae malam, busking, pasti suka.	홍대 밤, 버스킹, 좋아할 듯.	홍대 말람, 버스킹, 빠스띠 수까.		'{travel,whatsapp,plan}'		WhatsApp
l4_d14_t06	4	대화14	B	6	Korean bbq juga harus.	한국 BBQ 도 필수.	코리안 바비큐 주가 하루스.		'{travel,whatsapp,plan}'	한식 욕망	WhatsApp
l4_d14_t07	4	대화14	A	7	Aku traktir all you can eat.	뷔페 한턱.	아꾸 트락띠르 올 유 캔 잇.	traktir = 한턱	'{travel,whatsapp,plan}'		WhatsApp
l4_d14_t08	4	대화14	B	8	Hahaha, deal! Sampai jumpa.	하하, 딜! 봐.	하하하, 딜! 삼빠이 줌빠.		'{travel,whatsapp,plan}'		WhatsApp
l4_d15_t01	4	대화15	A	1	Andi! Kamu beneran sampai!	안디! 진짜 왔구나!	안디! 까무 브너란 삼빠이!		'{travel,reunion,seoul}'	arc 결말 — 재회	서울 카페 재회
l4_d15_t02	4	대화15	B	2	Akhirnya! Seoul lebih dingin dari bayangan.	드디어! 서울 상상보다 추워.	아키르냐! 세울 르비 딩인 다리 바양안.	bayangan = 상상	'{travel,reunion,seoul}'		카페
l4_d15_t03	4	대화15	A	3	Aku bawakan jaket cadangan.	잠바 여분 가져왔어.	아꾸 바와깐 자껫 짜당안.	cadangan = 여분	'{travel,reunion,seoul}'	Jiyoung 배려	카페
l4_d15_t04	4	대화15	B	4	Wah, sweet banget kamu.	와, 정말 sweet.	와, 스윗 방엣 까무.	sweet = 영어	'{travel,reunion,seoul}'	tone shift	카페
l4_d15_t05	4	대화15	A	5	Mulai dari mana hari ini?	오늘 어디부터?	물라이 다리 마나 하리 이니?		'{travel,reunion,seoul}'		카페
l4_d15_t06	4	대화15	B	6	Kamu yang pilih, aku ikut aja.	네가 골라, 따를게.	까무 양 삘리, 아꾸 이꿋 아자.		'{travel,reunion,seoul}'	신뢰	카페
l4_d15_t07	4	대화15	A	7	Hangang park, lalu Hongdae.	한강공원, 그 다음 홍대.	한강 빠르크, 랄루 홍대.		'{travel,reunion,seoul}'		카페
l4_d15_t08	4	대화15	B	8	Lets go, tour guide aku!	가자, 내 가이드!	렛츠 고, 뚜르 가이드 아꾸!		'{travel,reunion,seoul}'	open ending — 사랑 가능성 시사	카페
l2_d05_t01	2	대화05	A	1	Aku match cowo Korea di Tinder!	Tinder 한남 매치!	아꾸 마쯔 쪼오 꼬레아 디 띤더르!	cowo = 남자 (구어)	'{messenger,tinder,friend}'	Sari 친구한테 보고	WhatsApp 친구
l2_d05_t02	2	대화05	B	2	Wah, profil dia gimana?	와, 프로필?	와, 프로필 디아 기마나?		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t03	2	대화05	A	3	Ganteng, kerja IT, tinggi 180.	잘생기고 IT, 180.	간뜽, 끄르자 아이띠, 띵기 스라뚜스 들라빤 뿔루.		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t04	2	대화05	B	4	Foto banyak?	사진 많아?	포또 바냑?		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t05	2	대화05	A	5	5 foto, gym, hiking, sama kucing.	5장, 헬스, 등산, 고양이.	리마 포또, 짐, 하이킹, 사마 꾸찡.	kucing = 고양이	'{messenger,tinder,friend}'		WhatsApp
l2_d05_t06	2	대화05	B	6	Cowo dengan kucing = green flag.	고양이 남자 = green flag.	쪼오 등안 꾸찡 = 그린 플래그.	green flag = 영어 (좋은 신호)	'{messenger,tinder,friend}'	dating 표현	WhatsApp
l2_d05_t07	2	대화05	A	7	Bahasa Inggris bagus.	영어 잘해.	바하사 잉그리스 바구스.		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t08	2	대화05	B	8	Indonesia juga?	인니어도?	인도네시아 주가?		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t09	2	대화05	A	9	Sedikit, lagi belajar.	조금, 공부 중.	스디낏, 라기 블라자르.		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t10	2	대화05	B	10	Sweet. Kamu reply gimana?	sweet. 뭐라 답?	스윗. 까무 리플라이 기마나?	reply = 영어	'{messenger,tinder,friend}'		WhatsApp
l2_d05_t11	2	대화05	A	11	Hi, salam dari Jakarta.	안녕, 자카르타에서.	하이, 살람 다리 자카르타.		'{messenger,tinder,friend}'		WhatsApp
l2_d05_t12	2	대화05	B	12	Tunggu jawaban, jangan kepo.	답 기다려, 호들갑 X.	뚱구 자와반, 장안 께뽀.	kepo = 호기심·캐물음 (구어)	'{messenger,tinder,friend}'		WhatsApp
l2_d05_t13	2	대화05	A	13	Susah nahan!	참기 어려워!	수사 나한!	nahan = 참다	'{messenger,tinder,friend}'		WhatsApp
l2_d05_t14	2	대화05	B	14	Iya, semoga jodoh.	응, 인연이길.	이야, 스모가 조도.	semoga = ~기를, jodoh = 인연	'{messenger,tinder,friend}'		WhatsApp
l2_d06_t01	2	대화06	A	1	Coach, besok PT jam berapa?	코치, 내일 PT 몇 시?	코치, 베속 피티 잠 브라빠?	PT = personal training	'{messenger,gym,pt}'	헬스 PT 약속	WhatsApp PT
l2_d06_t02	2	대화06	B	2	Jam 7 pagi atau 6 sore?	오전 7시 또는 오후 6시?	잠 뚜주 빠기 아따우 으남 소레?		'{messenger,gym,pt}'		WhatsApp
l2_d06_t03	2	대화06	A	3	Pagi. Dada hari ini.	아침. 오늘 가슴.	빠기. 다다 하리 이니.	dada = 가슴	'{messenger,gym,pt}'	gym 부위	WhatsApp
l2_d06_t04	2	대화06	B	4	Oke, datang siap.	준비하고 와.	오께, 다땅 시압.		'{messenger,gym,pt}'		WhatsApp
l2_d06_t05	2	대화06	A	5	Mau warm-up sendiri dulu?	워밍업 먼저?	마우 웜 업 슨디리 둘루?	warm-up = 영어	'{messenger,gym,pt}'		WhatsApp
l2_d06_t06	2	대화06	B	6	Iya, 10 menit cardio + stretching.	10분 카디오 + 스트레칭.	이야, 스뿔루 므닛 카디오 + 스트레칭.		'{messenger,gym,pt}'		WhatsApp
l2_d06_t07	2	대화06	A	7	Tadi paha sakit dari squat kemarin.	어제 스쿼트로 허벅지 아파.	따디 빠하 사낏 다리 스쿼트 끄마린.	paha = 허벅지	'{messenger,gym,pt}'		WhatsApp
l2_d06_t08	2	대화06	B	8	Wajar. Pakai foam roller sebelum.	당연. foam roller 먼저.	와자르. 빠까이 폼 롤러 스블룸.	foam roller = 영어	'{messenger,gym,pt}'		WhatsApp
l2_d06_t09	2	대화06	A	9	Ada di gym?	gym 에 있어?	아다 디 짐?		'{messenger,gym,pt}'		WhatsApp
l2_d06_t10	2	대화06	B	10	Ada, di rak yoga.	응, yoga 선반.	아다, 디 락 요가.	rak = 선반	'{messenger,gym,pt}'		WhatsApp
l2_d06_t11	2	대화06	A	11	Oke, sampai besok.	응, 내일 봐.	오께, 삼빠이 베속.		'{messenger,gym,pt}'		WhatsApp
l2_d06_t12	2	대화06	B	12	Bawa botol minum besar.	큰 물병.	바와 보똘 미눔 브사르.	botol = 병	'{messenger,gym,pt}'		WhatsApp
l2_d06_t13	2	대화06	A	13	Pasti, terima kasih coach.	꼭, 고마워 코치.	빠스띠, 뜨리마 까시 코치.		'{messenger,gym,pt}'		WhatsApp
l2_d06_t14	2	대화06	B	14	Sampai jumpa.	봐.	삼빠이 줌빠.		'{messenger,gym,pt}'		WhatsApp
l2_d07_t01	2	대화07	A	1	Halo, pesanan saya di mana?	안녕, 주문 어디?	할로, 쁘사난 사야 디 마나?	pesanan = 주문	'{messenger,gofood,delivery}'	GoFood 배달	GoFood 채팅
l2_d07_t02	2	대화07	B	2	Lagi pickup di restaurant.	식당 픽업 중.	라기 픽업 디 레스또란.	pickup = 영어	'{messenger,gofood,delivery}'		채팅
l2_d07_t03	2	대화07	A	3	Berapa lama lagi?	얼마나 더?	브라빠 라마 라기?		'{messenger,gofood,delivery}'		채팅
l2_d07_t04	2	대화07	B	4	20 menit. Macet.	20분. 막혀.	두아 뿔루 므닛. 마쩻.		'{messenger,gofood,delivery}'		채팅
l2_d07_t05	2	대화07	A	5	Oke. Kompleks aman, gate 3 ya.	단지 안전, 3번 게이트.	오께. 꼼쁠렉스 아만, 게이트 띠가 야.	kompleks = 단지	'{messenger,gofood,delivery}'		채팅
l2_d07_t06	2	대화07	B	6	Iya, saya tahu.	응, 알아요.	이야, 사야 따후.		'{messenger,gofood,delivery}'		채팅
l2_d07_t07	2	대화07	A	7	Saya turun sebentar lagi.	잠시 후 내려가요.	사야 뚜룬 스븐따르 라기.	turun = 내려가다	'{messenger,gofood,delivery}'		채팅
l2_d07_t08	2	대화07	B	8	Tunggu di lobby.	로비에서 기다리세요.	뚱구 디 로비.		'{messenger,gofood,delivery}'		채팅
l2_d07_t09	2	대화07	A	9	Pesanan dingin nggak?	음식 식어?	쁘사난 딩인 응각?	dingin = 차가운	'{messenger,gofood,delivery}'		채팅
l2_d07_t10	2	대화07	B	10	Aman, bag thermal.	안전, thermal bag.	아만, 백 떠말.	bag thermal = 영어	'{messenger,gofood,delivery}'		채팅
l2_d07_t11	2	대화07	A	11	Oke, terima kasih.	응, 감사.	오께, 뜨리마 까시.		'{messenger,gofood,delivery}'		채팅
l2_d07_t12	2	대화07	B	12	Sebentar lagi sampai.	곧 도착.	스븐따르 라기 삼빠이.		'{messenger,gofood,delivery}'		채팅
l2_d07_t13	2	대화07	A	13	Rate 5 stars deh.	5점 줄게.	레이트 리마 스타스 데.	rate = 영어	'{messenger,gofood,delivery}'	GoFood 평가	채팅
l2_d07_t14	2	대화07	B	14	Makasih banget!	정말 감사!	마까시 방엣!		'{messenger,gofood,delivery}'		채팅
l2_d08_t01	2	대화08	A	1	Hi! Profil kamu menarik.	Hi! 프로필 좋네.	하이! 프로필 까무 므나릭.	menarik = 흥미로운	'{messenger,tinder,first}'	Tinder 첫 인사	Tinder 첫 인사
l2_d08_t02	2	대화08	B	2	Hi! Aku Sari.	Hi! 사리.	하이! 아꾸 사리.		'{messenger,tinder,first}'		Tinder
l2_d08_t03	2	대화08	A	3	Aku Min-jun, dari Korea, kerja Jakarta.	민준, 한국에서, 자카르타 근무.	아꾸 민준, 다리 꼬레아, 끄르자 자카르타.		'{messenger,tinder,first}'		Tinder
l2_d08_t04	2	대화08	B	4	Wah, sama Korea! Aku fans K-pop.	와, 한국! 나 K-pop 팬.	와, 사마 꼬레아! 아꾸 팬스 케이팝.		'{messenger,tinder,first}'		Tinder
l2_d08_t05	2	대화08	A	5	Group apa favorit?	어떤 그룹 좋아?	그룹 아빠 파보릿?		'{messenger,tinder,first}'		Tinder
l2_d08_t06	2	대화08	B	6	BTS, Twice.	BTS, Twice.	베떼에스, 트와이스.		'{messenger,tinder,first}'		Tinder
l2_d08_t07	2	대화08	A	7	Aku nggak terlalu paham K-pop.	나 잘 몰라.	아꾸 응각 뜨를랄루 빠함 케이팝.		'{messenger,tinder,first}'		Tinder
l2_d08_t08	2	대화08	B	8	Wah, harus belajar dong.	배워야지.	와, 하루스 블라자르 동.	dong = 어기조사	'{messenger,tinder,first}'		Tinder
l2_d08_t09	2	대화08	A	9	Mau ngajarin?	가르쳐줄래?	마우 응아자린?		'{messenger,tinder,first}'		Tinder
l2_d08_t10	2	대화08	B	10	Boleh, kapan ketemu?	응, 언제 만나?	볼레, 까빤 끄뜨무?		'{messenger,tinder,first}'		Tinder
l2_d08_t11	2	대화08	A	11	Akhir minggu, kafe Sudirman?	주말, Sudirman 카페?	아키르 밍구, 까페 수디르만?		'{messenger,tinder,first}'	자카르타 명소	Tinder
l2_d08_t12	2	대화08	B	12	Oke! Jam berapa?	OK! 몇 시?	오께! 잠 브라빠?		'{messenger,tinder,first}'		Tinder
l2_d08_t13	2	대화08	A	13	Jam 4 sore?	오후 4시?	잠 음빳 소레?		'{messenger,tinder,first}'		Tinder
l2_d08_t14	2	대화08	B	14	Deal, sampai Sabtu!	딜, 토요일!	딜, 삼빠이 삽뚜!		'{messenger,tinder,first}'		Tinder
l2_d09_t01	2	대화09	A	1	Senin pagi kita lari di GBK ya.	월요일 GBK 러닝.	스닌 빠기 끼따 라리 디 게베까 야.	GBK = Gelora Bung Karno (자카르타 스포츠 단지)	'{messenger,sport,running}'	러닝 동호회	WhatsApp 동호회
l2_d09_t02	2	대화09	B	2	Jam berapa?	몇 시?	잠 브라빠?		'{messenger,sport,running}'		WhatsApp
l2_d09_t03	2	대화09	A	3	Jam 6 pagi, 5K.	아침 6시, 5K.	잠 으남 빠기, 리마 까.		'{messenger,sport,running}'		WhatsApp
l2_d09_t04	2	대화09	B	4	Aku ikut! Pakai apa?	참가! 뭐 입어?	아꾸 이꿋! 빠까이 아빠?		'{messenger,sport,running}'		WhatsApp
l2_d09_t05	2	대화09	A	5	Sepatu lari + topi (panas).	러닝화 + 모자.	스빠뚜 라리 + 또삐 (빠나스).	topi = 모자, panas = 더운	'{messenger,sport,running}'	자카르타 더위	WhatsApp
l2_d09_t06	2	대화09	B	6	Drink dimana?	음료 어디?	드링크 디마나?		'{messenger,sport,running}'		WhatsApp
l2_d09_t07	2	대화09	A	7	Aku bawa galon, share.	갤런 가져갈게, 공유.	아꾸 바와 갈론, 셰어.	galon = 갤런 (큰 물통)	'{messenger,sport,running}'		WhatsApp
l2_d09_t08	2	대화09	B	8	Wah, makasih kak.	와, 형 감사.	와, 마까시 깍.	kak = 형/언니 (호칭)	'{messenger,sport,running}'	호칭	WhatsApp
l2_d09_t09	2	대화09	A	9	Setelah lari, brunch nasi padang.	러닝 후 nasi padang 브런치.	스뜰라 라리, 브런치 나시 빠당.	nasi padang = 인니 대표 음식	'{messenger,sport,running}'		WhatsApp
l2_d09_t10	2	대화09	B	10	Mantap! Ajak teman boleh?	좋아! 친구도 OK?	만땁! 아작 뜨만 볼레?		'{messenger,sport,running}'		WhatsApp
l2_d09_t11	2	대화09	A	11	Boleh, daftar dulu di link.	링크 등록 먼저.	볼레, 다프따르 둘루 디 링크.	daftar = 등록	'{messenger,sport,running}'		WhatsApp
l2_d09_t12	2	대화09	B	12	Oke, share linknya.	응, 링크 공유.	오께, 셰어 링크냐.		'{messenger,sport,running}'		WhatsApp
l2_d09_t13	2	대화09	A	13	WhatsApp grup juga ada.	왓츠앱 그룹도.	와츠압 그룹 주가 아다.		'{messenger,sport,running}'		WhatsApp
l2_d09_t14	2	대화09	B	14	Add aku ya.	추가해.	애드 아꾸 야.	add = 영어	'{messenger,sport,running}'		WhatsApp
l2_d10_t01	2	대화10	A	1	Maaf semalam aku ketus.	어제 밤 내가 까칠.	마앞 스말람 아꾸 끄뚜스.	ketus = 까칠한	'{messenger,apology,friend}'	사과	WhatsApp 친구
l2_d10_t02	2	대화10	B	2	Aku tahu kamu lagi capek.	너 지친 거 알아.	아꾸 따후 까무 라기 짜뻑.		'{messenger,apology,friend}'		WhatsApp
l2_d10_t03	2	대화10	A	3	Bukan alasan tapi.	변명 아니지만.	부깐 알라산 따삐.	alasan = 이유	'{messenger,apology,friend}'		WhatsApp
l2_d10_t04	2	대화10	B	4	Sudah, lupakan.	됐어, 잊어.	수다, 루빠깐.		'{messenger,apology,friend}'		WhatsApp
l2_d10_t05	2	대화10	A	5	Aku traktir kopi besok?	내일 커피 한턱?	아꾸 트락띠르 꼬삐 베속?	traktir = 한턱	'{messenger,apology,friend}'		WhatsApp
l2_d10_t06	2	대화10	B	6	Boleh, di Anomali coffee?	좋아, Anomali coffee?	볼레, 디 아노말리 커피?		'{messenger,apology,friend}'	자카르타 카페	WhatsApp
l2_d10_t07	2	대화10	A	7	Iya, jam 11.	응, 11시.	이야, 잠 스블라스.		'{messenger,apology,friend}'		WhatsApp
l2_d10_t08	2	대화10	B	8	Aku jujur, kemarin agak hurt.	솔직히 어제 좀 hurt.	아꾸 주주르, 끄마린 아각 허트.	hurt = 영어	'{messenger,apology,friend}'	honest	WhatsApp
l2_d10_t09	2	대화10	A	9	Aku ngerti. Maaf banget.	이해. 정말 미안.	아꾸 응으르띠. 마앞 방엣.		'{messenger,apology,friend}'		WhatsApp
l2_d10_t10	2	대화10	B	10	Yang penting kita ngomong.	말하는 게 중요.	양 쁜띵 끼따 응오몽.	ngomong = 말하다 (구어)	'{messenger,apology,friend}'		WhatsApp
l2_d10_t11	2	대화10	A	11	Selalu kamu temen terbaik.	너 항상 베프.	슬랄루 까무 뜨믄 뜨르바익.		'{messenger,apology,friend}'	sweet	WhatsApp
l2_d10_t12	2	대화10	B	12	Hahaha gombal kamu.	하하 작업이네.	하하하 곰발 까무.	gombal = 작업 멘트	'{messenger,apology,friend}'		WhatsApp
l2_d10_t13	2	대화10	A	13	Beneran serius.	진심.	브너란 스리우스.		'{messenger,apology,friend}'		WhatsApp
l2_d10_t14	2	대화10	B	14	Sampai besok ya.	내일 봐.	삼빠이 베속 야.		'{messenger,apology,friend}'		WhatsApp
l2_d11_t01	2	대화11	A	1	Sabtu kita ke Bogor?	토요일 Bogor?	삽뚜 끼따 끄 보고르?		'{messenger,plan,trip}'	Bogor 자카르타 근교	WhatsApp 친구
l2_d11_t02	2	대화11	B	2	Boleh! Cuaca?	좋아! 날씨?	볼레! 쭈아짜?		'{messenger,plan,trip}'		WhatsApp
l2_d11_t03	2	대화11	A	3	Cek BMKG, kemungkinan hujan sore.	BMKG 보니 오후 비.	쩩 베엠까게, 끄뭉끼난 후잔 소레.	BMKG = 인니 기상청	'{messenger,plan,trip}'		WhatsApp
l2_d11_t04	2	대화11	B	4	Pagi aja deh.	아침에만.	빠기 아자 데.		'{messenger,plan,trip}'		WhatsApp
l2_d11_t05	2	대화11	A	5	Berangkat jam 7?	7시 출발?	브랑깟 잠 뚜주?		'{messenger,plan,trip}'		WhatsApp
l2_d11_t06	2	대화11	B	6	Tarik commuter line dari Manggarai.	Manggarai 에서 commuter.	따릭 컴뮤터 라인 다리 망가라이.	commuter line = 자카르타 통근열차	'{messenger,plan,trip}'	교통	WhatsApp
l2_d11_t07	2	대화11	A	7	Tujuan Kebun Raya?	식물원 목표?	뚜주안 끄분 라야?	Kebun Raya = Bogor 식물원	'{messenger,plan,trip}'		WhatsApp
l2_d11_t08	2	대화11	B	8	Iya, plus makan siang Asinan Bogor.	응 + Asinan Bogor 점심.	이야, 플러스 마깐 시앙 아시난 보고르.	Asinan Bogor = 인니 음식	'{messenger,plan,trip}'	Bogor 음식	WhatsApp
l2_d11_t09	2	대화11	A	9	Mau ajak Lala?	랄라도?	마우 아작 랄라?		'{messenger,plan,trip}'		WhatsApp
l2_d11_t10	2	대화11	B	10	Boleh, Lala suka piknik.	응, Lala 피크닉 좋아.	볼레, 랄라 수까 픽닉.	piknik = 영어	'{messenger,plan,trip}'		WhatsApp
l2_d11_t11	2	대화11	A	11	Bawa tikar + snack?	돗자리 + 스낵?	바와 띠까르 + 스낵?	tikar = 돗자리	'{messenger,plan,trip}'		WhatsApp
l2_d11_t12	2	대화11	B	12	Aku bawa fruit + roti.	과일 + 빵.	아꾸 바와 프룻 + 로띠.	roti = 빵	'{messenger,plan,trip}'		WhatsApp
l2_d11_t13	2	대화11	A	13	Mantap, Sabtu pagi!	좋다, 토요일 아침!	만땁, 삽뚜 빠기!		'{messenger,plan,trip}'		WhatsApp
l2_d11_t14	2	대화11	B	14	Ojek ke stasiun ya.	오토바이로 역.	오젝 끄 스따시운 야.	ojek = 인니 오토바이 택시	'{messenger,plan,trip}'	GoJek 등	WhatsApp
l2_d12_t01	2	대화12	A	1	Lala, video call malam ini?	랄라, 오늘 밤 영상통화?	랄라, 비디오 콜 말람 이니?	video call = 영어	'{messenger,video_call,friend}'	친구 영상통화	WhatsApp 친구
l2_d12_t02	2	대화12	B	2	Boleh! Jam berapa?	좋아! 몇 시?	볼레! 잠 브라빠?		'{messenger,video_call,friend}'		WhatsApp
l2_d12_t03	2	대화12	A	3	Jam 9 malam.	밤 9시.	잠 슴빌란 말람.		'{messenger,video_call,friend}'		WhatsApp
l2_d12_t04	2	대화12	B	4	Pakai Zoom atau LINE?	Zoom 아님 LINE?	빠까이 줌 아따우 라인?		'{messenger,video_call,friend}'		WhatsApp
